timestamp,index,target_posx,target_posy,current_posx,current_posy,Vx,Vy
1.76543e+09,81,-1.04914,2.94141,-1.15,2.95,-0.0716535,0.00827392
1.76543e+09,81,-1.05773,2.9415,-1.15,2.95,-0.0658116,0.00823147
1.76543e+09,81,-1.06424,2.94182,-1.15,2.95,-0.0613894,0.00802619
1.76543e+09,81,-1.07224,2.94456,-1.15,2.95,-0.0559373,0.00619696
1.76543e+09,81,-1.07452,2.94566,-1.15,2.95,-0.05437,0.00550499
1.76543e+09,81,-1.07912,2.94024,-1.15,2.95,-0.0512804,0.00919992
1.76543e+09,81,-1.08571,2.94177,-1.15,2.95,-0.0467897,0.00818106
1.76543e+09,81,-1.09297,2.94531,-1.15,2.95,-0.0418316,0.0058456
1.76543e+09,81,-1.09619,2.94342,-1.15,2.95,-0.0396468,0.00715862
1.76543e+09,81,-1.10097,2.94548,-1.15,2.95,-0.036395,0.00575128
1.76543e+09,81,-1.10508,2.94486,-1.15,2.95,-0.0335981,0.00622252
1.76543e+09,81,-1.1048,2.9427,-1.15,2.95,-0.0338021,0.00767796
1.76543e+09,81,-1.11364,2.94549,-1.15,2.95,-0.0277718,0.00583
1.76543e+09,81,-1.1125,2.94951,-1.15,2.95,-0.028525,0.00311741
1.76543e+09,81,-1.11733,2.94578,-1.15,2.95,-0.0252627,0.00565349
1.76543e+09,81,-1.11627,2.94688,-1.15,2.95,-0.0259786,0.00490981
1.76543e+09,81,-1.11886,2.9454,-1.15,2.95,-0.0242273,0.00592754
1.76543e+09,81,-1.12513,2.94803,-1.15,2.95,-0.0199442,0.00418168
1.76543e+09,81,-1.12652,2.94836,-1.15,2.95,-0.0189999,0.00396444
1.76543e+09,81,-1.12396,2.94867,-1.15,2.95,-0.0207382,0.00373853
1.76543e+09,81,-1.1286,2.9467,-1.15,2.95,0,0
1.76543e+09,81,-1.12779,2.9488,-1.15,2.95,-0.0181379,0.00365416
timestamp,index,target_posx,target_posy,current_posx,current_posy,Vx,Vy
1.76543e+09,1,-1.13391,2.95104,-1.1,2.9,0.123705,-0.182652
